rows,ingest_ms,process_ms
2500,184.55609999995204,22.445002999972985
5000,189.71139799998582,77.9098000000431
10000,333.8234679999914,117.79168100002835
25000,593.262282000012,292.5121340000487
20000,437.2654080000302,229.81061500001942
